# Title : Bio-Trajectory directory file of the Argo Global Data Assembly Center
# Description : The directory file describes all bio-trajectory files of the argo GDAC ftp site.
# Project : ARGO
# Format version : 2.2
# Date of update : 20201217135725
# FTP root number 1 : ftp://ftp.ifremer.fr/ifremer/argo/dac
# FTP root number 2 : ftp://usgodae.org/pub/outgoing/argo/dac
# GDAC node : CORIOLIS
file,latitude_max,latitude_min,longitude_max,longitude_min,profiler_type,institution,parameters,date_update
coriolis/1901210/1901210_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119100436
coriolis/1901211/1901211_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119100918
coriolis/1901212/1901212_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119101549
coriolis/1901213/1901213_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119101655
coriolis/1901214/1901214_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119102342
coriolis/1901215/1901215_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119102904
coriolis/1901217/1901217_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119103543
coriolis/1901218/1901218_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119104151
coriolis/1901360/1901360_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY RPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130202843
coriolis/1901361/1901361_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY RPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130203215
coriolis/1901362/1901362_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY RPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130203310
coriolis/1901363/1901363_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY RPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130203621
coriolis/1901364/1901364_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY RPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130203824
coriolis/1901365/1901365_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY RPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130204231
coriolis/3900531/3900531_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20200730095838
coriolis/3900532/3900532_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20200617070433
coriolis/3900533/3900533_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20200617071204
coriolis/3900534/3900534_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20201125102941
coriolis/3900791/3900791_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20200730100355
coriolis/3900792/3900792_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20200617074119
coriolis/3900793/3900793_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119112401
coriolis/3901065/3901065_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY FLUORESCENCE_CHLA CHLA SIDE_SCATTERING_TURBIDITY TURBIDITY PPOX_DOXY,20201120100904
coriolis/3901066/3901066_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY FLUORESCENCE_CHLA CHLA SIDE_SCATTERING_TURBIDITY TURBIDITY PPOX_DOXY,20201120101750
coriolis/3901067/3901067_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY FLUORESCENCE_CHLA CHLA SIDE_SCATTERING_TURBIDITY TURBIDITY PPOX_DOXY,20201130234536
coriolis/3901068/3901068_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY FLUORESCENCE_CHLA CHLA SIDE_SCATTERING_TURBIDITY TURBIDITY PPOX_DOXY,20201109083620
coriolis/3901075/3901075_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201125103347
coriolis/3901076/3901076_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201125103810
coriolis/3901077/3901077_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130235137
coriolis/3901078/3901078_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201125104303
coriolis/3901079/3901079_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201125104756
coriolis/3901080/3901080_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201125105309
coriolis/3901081/3901081_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130235724
coriolis/3901082/3901082_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201201000257
coriolis/3901083/3901083_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201201000629
coriolis/3901084/3901084_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201201001254
coriolis/3901667/3901667_BRtraj.nc,,,,,846,IF,PRES VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY PPOX_DOXY,20201124094254
coriolis/3901668/3901668_BRtraj.nc,,,,,846,IF,PRES VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY PPOX_DOXY,20201213184112
coriolis/3901669/3901669_BRtraj.nc,,,,,846,IF,PRES VRS_PH PH_IN_SITU_FREE PH_IN_SITU_TOTAL TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY PPOX_DOXY,20201216223948
coriolis/3902101/3902101_BRtraj.nc,,,,,844,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20201125090815
coriolis/3902104/3902104_BRtraj.nc,,,,,844,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201201132607
coriolis/3902106/3902106_BRtraj.nc,,,,,844,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20201207114745
coriolis/3902110/3902110_BRtraj.nc,,,,,844,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20201217063417
coriolis/3902111/3902111_BRtraj.nc,,,,,844,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20201125093415
coriolis/3902120/3902120_BRtraj.nc,,,,,836,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20201217110152
coriolis/3902121/3902121_BRtraj.nc,,,,,836,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20201216111444
coriolis/3902122/3902122_BRtraj.nc,,,,,836,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE,20201212111905
coriolis/3902123/3902123_BRtraj.nc,,,,,836,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE,20201212202220
coriolis/3902124/3902124_BRtraj.nc,,,,,836,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20201212162838
coriolis/3902125/3902125_BRtraj.nc,,,,,836,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE PPOX_DOXY,20201212164240
coriolis/3902126/3902126_BRtraj.nc,,,,,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20201125093828
coriolis/3902127/3902127_BRtraj.nc,,,,,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201214132621
coriolis/3902128/3902128_BRtraj.nc,,,,,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201125095148
coriolis/3902129/3902129_BRtraj.nc,,,,,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20200528145020
coriolis/3902130/3902130_BRtraj.nc,,,,,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201125095934
coriolis/3902131/3902131_BRtraj.nc,,,,,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20201209132650
coriolis/3902132/3902132_BRtraj.nc,,,,,838,IF,PRES C1PHASE_DOXY C2PHASE_DOXY TEMP_DOXY PPOX_DOXY DOXY,20201125100745
coriolis/4901801/4901801_BRtraj.nc,,,,,835,IF,PRES TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY PPOX_DOXY,20201127144950
coriolis/4901802/4901802_BRtraj.nc,,,,,835,IF,PRES TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM PPOX_DOXY,20201127151021
coriolis/4901803/4901803_BRtraj.nc,,,,,835,IF,PRES TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM PPOX_DOXY,20201127152920
coriolis/4901804/4901804_BRtraj.nc,,,,,835,IF,PRES TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR PPOX_DOXY,20201127163627
coriolis/4901805/4901805_BRtraj.nc,,,,,835,IF,PRES TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE NITRATE TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR PPOX_DOXY,20201127165824
coriolis/4901806/4901806_BRtraj.nc,,,,,835,IF,PRES TEMP_NITRATE TEMP_SPECTROPHOTOMETER_NITRATE HUMIDITY_NITRATE UV_INTENSITY_DARK_NITRATE FIT_ERROR_NITRATE UV_INTENSITY_NITRATE TEMP_DOXY C1PHASE_DOXY C2PHASE_DOXY DOXY RAW_DOWNWELLING_IRRADIANCE380 RAW_DOWNWELLING_IRRADIANCE412 RAW_DOWNWELLING_IRRADIANCE490 RAW_DOWNWELLING_PAR DOWN_IRRADIANCE380 DOWN_IRRADIANCE412 DOWN_IRRADIANCE490 DOWNWELLING_PAR FLUORESCENCE_CHLA BETA_BACKSCATTERING700 FLUORESCENCE_CDOM CHLA BBP700 CDOM NITRATE PPOX_DOXY,20201127184415
coriolis/5902269/5902269_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119113031
coriolis/5902291/5902291_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119113311
coriolis/5902295/5902295_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20201125105600
coriolis/5902297/5902297_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20200127115637
coriolis/5902298/5902298_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119114744
coriolis/5902299/5902299_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119115025
coriolis/5902300/5902300_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119115545
coriolis/5902301/5902301_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119115643
coriolis/5902302/5902302_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119120320
coriolis/5902303/5902303_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119120529
coriolis/5902304/5902304_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119120958
coriolis/5902305/5902305_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119121155
coriolis/5902306/5902306_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119121537
coriolis/5902307/5902307_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119122029
coriolis/5902308/5902308_BRtraj.nc,,,,,841,IF,PRES MOLAR_DOXY DOXY,20181119122436
coriolis/5904988/5904988_BRtraj.nc,,,,,846,IF,PRES TEMP_DOXY TPHASE_DOXY RPHASE_DOXY DOXY,20201123212858
coriolis/5904989/5904989_BRtraj.nc,,,,,846,IF,PRES TEMP_DOXY TPHASE_DOXY RPHASE_DOXY DOXY,20201123215151
coriolis/6900524/6900524_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130144538
coriolis/6900525/6900525_BRtraj.nc,,,,,846,IF,PRES BPHASE_DOXY TEMP_DOXY DOXY PPOX_DOXY,20201130145027
coriolis/6900526/6900526_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY TEMP_DOXY DOXY,20201127154644
coriolis/6900527/6900527_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY TEMP_DOXY DOXY,20201123215858
coriolis/6900528/6900528_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY TEMP_DOXY DOXY,20201123220455
coriolis/6900529/6900529_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY TEMP_DOXY DOXY,20201127155513
coriolis/6900530/6900530_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY TEMP_DOXY DOXY,20201127160251
coriolis/6900531/6900531_BRtraj.nc,,,,,846,IF,PRES TPHASE_DOXY TEMP_DOXY DOXY,20201127160937
