PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
4901805,PSAL,20170805,20170806,4,density inversion +/(QC_table_MC.18JAN18_MC.csv),IF
6900346,DOXY,20050914,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900347,DOXY,20051007,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900348,DOXY,20070815,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900359,PSAL,20090115,,4,VB 20101022 beached float,IF
6900359,TEMP,20090115,,4,VB 20101022 beached float,IF
6900366,PSAL,20061005,,4,LPV 22/12/08,IF
6900366,TEMP,20061005,,4,LPV 22/12/08,IF
6900499,DOXY,20060413,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900500,DOXY,20060407,,3,VB 20200511 old Apex floats Doxy profiles have to be DM by a specialist,IF
6900785,PSAL,20120119,,4,DD (20190206): wrecked,IF
6900796,DOXY,20100530,20100917,3,vracape 20200612,IF
6900797,DOXY,20100601,20101006,3,vracape 20200612,IF
6900798,DOXY,20100702,20150914,4,vracape sensor issue 20200612,IF
6900799,DOXY,20120801,20130921,4,vracape sensor issue 20200612,IF
6900876,BBP700,20140630,,4,RD_LOV_SEP2019,IF
6900876,DOXY,20140630,,4,anomaly ; TC 20190510 via A.Barth ; vracape 20200612 update,IF
6900877,BBP700,20160101,,4,sensor_issue_APJUN20,IF
6900877,CHLA,20160101,,4,sensor_issue_APJUN20,IF
6900877,DOXY,20140629,,4,anomaly ; TC 20190510 via A.Barth,IF
6900883,PSAL,20120618,20120715,4,DD (20191220): bad cycles,IF
6900883,PSAL,20120715,20140824,3,DD (30191220): drift,IF
6900883,PSAL,20140824,,4,DD (30191220): hard drift,IF
6900889,PSAL,20161127,,3,CL 20170110,IF
6900944,DOXY,20121024,20121114,3,vracape 20200612,IF
6901225,PSAL,20130303,,3,DD (20191211): drift (OWC),IF
6901246,PSAL,20150101,,3,VB 20150605 biais 0.25 psu,IF
6901256,PSAL,20191125,,3,DD (20200128): drift,IF
6901433,PSAL,20130214,,4,VB 20130219 decalage capteur CNDC,IF
6901439,BBP700,20130803,,4,sensor issue 01oct18 lov,IF
6901439,CDOM,20130803,,4,sensor issue 01oct18 lov,IF
6901439,CHLA,20130803,,4,sensor issue 01oct18 lov,IF
6901439,DOXY,20130803,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901473,BBP700,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,CDOM,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,CHLA,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,CP660,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWNWELLING_PAR,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWN_IRRADIANCE380,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWN_IRRADIANCE412,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWN_IRRADIANCE490,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOXY,20140824,,4,sensor_issue_lovbio010b,IF
6901473,PSAL,20151207,20160726,4,sensor_issue/dead_sensor_lovbio010b,IF
6901473,TEMP,20151207,20160726,4,sensor_issue/dead_sensor_lovbio010b,IF
6901474,BBP700,20140630,20140701,4,shift_data Bbp_audit_V0,IF
6901474,BBP700,20140829,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,CDOM,20140630,20140701,4,anomaly/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,CDOM,20140829,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,CHLA,20140829,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,DOXY,20140720,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901475,BBP700,20121106,20121120,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,BBP700,20121226,20121227,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,BBP700,20130125,20130126,4,sensor_issue_lovbio007b,IF
6901475,CDOM,20121106,20121120,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CDOM,20121226,20121227,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CDOM,20130125,20130126,4,sensor_issue_lovbio007b,IF
6901475,CHLA,20121106,20121120,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CHLA,20121226,20121227,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CHLA,20130125,20130126,4,sensor_issue_lovbio007b,IF
6901480,BBP700,20150507,20150508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20150718,20150719,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160527,20160528,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160620,20160621,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160702,20160703,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160711,20160712,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160720,20160721,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20161008,20161019,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20161107,20161118,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20161207,20161208,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20170507,20170508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20170516,20170517,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20130909,20130910,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20131011,20131012,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140509,20140512,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140515,20140516,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140618,20140619,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140702,20140703,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140821,20140822,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20141020,20141021,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150401,20150402,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150422,20150423,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150428,20150429,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150507,20150508,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150531,20150601,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150603,20150610,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150718,20150719,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150908,20150909,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150918,20150919,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150928,20151019,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160106,20160107,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160210,20160211,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160331,20160401,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160527,20160528,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160602,20160603,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160608,20160609,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160614,20160615,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160620,20160621,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160702,20160703,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160711,20160712,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160720,20160721,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20161008,20161019,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20161107,20161118,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20161207,20161208,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170220,20170221,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170507,20170508,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170510,20170511,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170516,20170517,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20150507,20150508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20150718,20150719,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160527,20160528,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160620,20160621,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160702,20160703,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160711,20160712,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160720,20160721,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20161008,20161019,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20161107,20161118,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20161207,20161208,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20170507,20170508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20170516,20170517,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,BBP700,20130629,20130630,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,BBP700,20131027,20131028,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,BBP700,20140224,20140225,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CDOM,20130629,20130630,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CDOM,20131027,20131028,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CDOM,20140224,20140225,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CHLA,20130629,20130630,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CHLA,20131027,20131028,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CHLA,20140224,20140225,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20130709,20130710,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140219,20140225,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140430,20140501,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140530,20140531,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140614,20140615,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20150125,20150126,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,BBP700,20131009,20131010,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,BBP700,20140117,20140128,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,BBP700,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20130629,20130630,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20130830,20130831,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20130929,20130930,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20131009,20131010,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140117,20140128,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140512,20140513,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140522,20140523,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140527,20140528,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140601,20140602,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140611,20140612,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140701,20140702,4,sensor_issue_noise 0 300,IF
6901489,CDOM,20150201,20150202,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20150212,20150213,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20150220,20150221,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CHLA,20131009,20131010,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CHLA,20140117,20140128,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CHLA,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,PSAL,20130630,20130701,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901489,PSAL,20140318,20140319,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901490,DOXY,20130614,20130616,4,remove_first_prof_april2019_ap,IF
6901493,BBP700,20161207,20161211,4,shift/(QC_table_MC.JUL18),IF
6901493,CDOM,20161113,,4,shift/(QC_table_MC.JUL18),IF
6901493,CHLA,20161207,20161211,4,shift/(QC_table_MC.JUL18),IF
6901493,PSAL,20171122,20171123,4,sensor_issue_lovbio055b,IF
6901493,TEMP,20171122,20171123,4,sensor_issue_lovbio055b,IF
6901494,BBP700,20131001,,4,dead_prof_jully2019_ap,IF
6901494,CDOM,20131001,,4,dead_prof_jully2019_ap,IF
6901494,CHLA,20131001,,4,dead_prof_jully2019_ap,IF
6901495,BBP700,20131001,,4,dead_prof_jully2019_ap,IF
6901495,CDOM,20131001,,4,dead_prof_jully2019_ap,IF
6901495,CHLA,20131001,,4,dead_prof_jully2019_ap,IF
6901496,DOXY,20130714,20130716,4,remove_first_prof_april2019_ap,IF
6901510,BBP700,20140422,20140423,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901510,DOXY,20130526,20150527,4,sensor_issue_lovbio016c,IF
6901510,PSAL,20140501,20140502,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901511,BBP700,20140910,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901511,CDOM,20140103,,4,shift +/drift/dead_float/(QC_table_MC.JUL18),IF
6901511,CHLA,20140910,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901512,DOXY,20130408,20130410,4,remove_first_prof_april2019_ap,IF
6901513,BBP700,20131009,20131010,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140422,20140423,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140428,20140429,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140504,20140505,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140721,20140722,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140810,20140811,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140815,20140816,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20150507,20150513,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20150522,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20130706,20130707,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20131004,20131005,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140116,20140117,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140125,20140126,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140410,20140411,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140422,20140423,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140428,20140429,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140504,20140505,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140522,20140523,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140721,20140722,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140810,20140811,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140815,20140816,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20141009,20141010,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20141024,20141030,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20141123,20141124,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150221,20150222,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150313,20150314,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150507,20150513,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150522,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140422,20140423,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140428,20140429,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140504,20140505,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140721,20140722,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140810,20140811,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140815,20140816,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20150507,20150513,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20150522,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWNWELLING_PAR,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWN_IRRADIANCE380,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWN_IRRADIANCE412,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWN_IRRADIANCE490,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901528,DOXY,20130515,20130616,4,remove_first_prof_april2019_ap,IF
6901528,DOXY,20150401,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901529,BBP700,20130527,20130528,4,saturation/dead_float/(QC_table_MC.JUL18),IF
6901529,BBP700,20131228,20131229,4,saturation/dead_float/(QC_table_MC.JUL18),IF
6901529,BBP700,20140319,20140320,4,saturation/dead_float/(QC_table_MC.JUL18),IF
6901529,BBP700,20140406,20140407,4,saturation/dead_float/(QC_table_MC.JUL18),IF
6901565,PSAL,20161202,,3,CC 20170315 Derive,IF
6901567,PSAL,20160922,,3,CC 20170110 feedback altimetry cls,IF
6901575,BBP700,20150615,20150616,4,spikes/(QC_table_MC.JUL18),IF
6901575,BBP700,20150616,20150617,4,sensor problem Bbp_audit_V0,IF
6901575,BBP700,20160718,20160719,4,spikes/(QC_table_MC.JUL18),IF
6901575,BBP700,20160719,20160720,4,sensor problem Bbp_audit_V0,IF
6901575,BBP700,20161014,20161015,4,noisy profil Bbp_audit_V0,IF
6901575,CDOM,20150615,20150616,4,spikes/(QC_table_MC.JUL18),IF
6901575,CDOM,20160718,20160719,4,spikes/(QC_table_MC.JUL18),IF
6901575,CDOM,20180331,20181102,4,sensor_issue_lovbio047c,IF
6901575,CHLA,20150615,20150616,4,spikes/(QC_table_MC.JUL18),IF
6901575,CHLA,20150616,20150617,4,sensor problem Bbp_audit_V0,IF
6901575,CHLA,20160718,20160719,4,spikes/(QC_table_MC.JUL18),IF
6901575,CHLA,20160719,20160720,4,sensor problem Bbp_audit_V0,IF
6901580,BBP700,20160304,20160305,4,sensor_issue_lovbio042d,IF
6901580,CDOM,20160304,20160305,4,sensor_issue_lovbio042d,IF
6901580,CHLA,20160304,20160305,4,sensor_issue_lovbio042d,IF
6901580,PSAL,20150723,20150724,4,density inversion +/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901581,BBP700,20150719,20150720,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901581,BBP700,20151005,20151006,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901581,BBP700,20151218,20151219,4,sensor_issue_lovbio050b,IF
6901581,BBP700,20170115,20170116,4,sensor_issue_lovbio050b,IF
6901581,BBP700,20170627,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901581,BBP700,20170826,20170827,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901581,CDOM,20151218,20151219,4,sensor_issue_lovbio050b,IF
6901581,CDOM,20170115,20170116,4,sensor_issue_lovbio050b,IF
6901581,CHLA,20151218,20151219,4,sensor_issue_lovbio050b,IF
6901581,CHLA,20160911,20160912,4,one data Bbp_audit_V0,IF
6901581,CHLA,20170115,20170116,4,sensor_issue_lovbio050b,IF
6901581,CP660,20160609,20160610,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901581,DOXY,20160604,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901584,CP660,20151006,20151007,4,spike profile/MULTI(QC_table_MC.JUL18),IF
6901584,CP660,20171016,20171017,4,spike profile/MULTI(QC_table_MC.JUL18),IF
6901584,CP660,20171025,20171026,4,spike profile/MULTI(QC_table_MC.JUL18),IF
6901584,DOXY,20171202,,4,drift/MULTI(QC_table_MC.JUL18),IF
6901600,BBP700,20151119,,4,shift -/dead_float/(QC_table_MC.JUL18),IF
6901600,CDOM,20150905,20151115,4,shift -/dead_float/(QC_table_MC.JUL18),IF
6901600,CDOM,20151119,,4,shift -/dead_float/(QC_table_MC.JUL18),IF
6901600,CHLA,20151119,,4,shift -/dead_float/(QC_table_MC.JUL18),IF
6901605,PSAL,20140716,20140717,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901623,PSAL,20170501,,3,CP 20170721,IF
6901646,BBP700,20150208,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901646,CDOM,20150208,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901646,CHLA,20150208,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901646,CP660,20170601,,4,biofouling or sensor_issue,IF
6901647,BBP700,20170824,20170825,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901649,PSAL,20140814,20150324,4,shift -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901650,BBP700,20150627,,4,shift -/dead_float/(QC_table_MC.JUL18),IF
6901650,CDOM,20150627,,4,shift -/dead_float/(QC_table_MC.JUL18),IF
6901650,CHLA,20150627,,4,shift -/dead_float/(QC_table_MC.JUL18),IF
6901653,BBP700,20161117,,4,shift/dead_float/(QC_table_MC.JUL18),IF
6901653,CDOM,20161117,,4,shift/dead_float/(QC_table_MC.JUL18),IF
6901653,CHLA,20161117,,4,shift/dead_float/(QC_table_MC.JUL18),IF
6901656,BBP700,20160407,20160408,4,spike profile/(QC_table_MC.JUL18),IF
6901656,PSAL,20160706,20160707,4,shift/(QC_table_MC.18JAN18_MC.csv),IF
6901657,DOXY,20180623,20180625,4,remove_first_prof_april2019_ap,IF
6901664,PSAL,20190909,,4,DD (20191009): hard fresh jump,IF
6901670,PSAL,20190210,,3,DD (20190221): drift,IF
6901676,PSAL,20190927,,3,DD (20191106): drift,IF
6901687,BBP700,20171015,,4,sensor issue 01oct18 lov,IF
6901687,CHLA,20171015,,4,sensor issue 01oct18 lov,IF
6901687,PSAL,20150522,20150523,4,sensor_issue_lovbio080b,IF
6901687,TEMP,20150522,20150523,4,sensor_issue_lovbio080b,IF
6901688,BBP700,20150826,,4,shift/(QC_table_MC.JUL18),IF
6901688,CDOM,20150826,,4,shift/(QC_table_MC.JUL18),IF
6901688,CHLA,20150826,,4,shift/(QC_table_MC.JUL18),IF
6901688,DOWNWELLING_PAR,20161116,20161117,4,sensor_issue_lovbio081b,IF
6901688,DOWN_IRRADIANCE380,20161116,20161117,4,sensor_issue_lovbio081b,IF
6901688,DOWN_IRRADIANCE412,20161116,20161117,4,sensor_issue_lovbio081b,IF
6901688,DOWN_IRRADIANCE490,20161116,20161117,4,sensor_issue_lovbio081b,IF
6901688,PSAL,20161116,20161117,4,sensor_issue_lovbio081b,IF
6901688,TEMP,20161116,20161117,4,sensor_issue_lovbio081b,IF
6901701,PSAL,20161220,20170826,3,CL 20170106,IF
6901701,PSAL,20170826,,4,DD (20180206): wreckage,IF
6901702,PSAL,20190410,,3,DD (20190607): drifting,IF
6901703,PSAL,20181017,,3,DD (20181023): drift,IF
6901704,PSAL,20181023,,3,DD (20181023): drift,IF
6901708,PSAL,20161205,,3,DD (20161211): drift,IF
6901719,PSAL,20161110,,4,CL 20170106 and CC 20180423,IF
6901721,PSAL,20190126,,4,DD (20190318): sudden jump much fresher,IF
6901722,PSAL,20160728,,4,CC 20180611 feedback lops drift,IF
6901734,PSAL,20180822,20190808,3,DD (20181023): drift,IF
6901734,PSAL,20190808,,4,DD (20191024): hard fresh jump and drift,IF
6901742,PSAL,20161111,,3,CL 20170106,IF
6901743,PSAL,20170531,,3,CP 20170830 Derive,IF
6901751,PSAL,20181001,,3,drift,IF
6901764,BBP700,20171005,20171006,4,sensor_issue_lovbio083d,IF
6901764,BBP700,20190202,20190203,4,one data Bbp_audit_V0,IF
6901764,CDOM,20160615,20161209,4,shift/(QC_table_MC.JUL18),IF
6901764,CDOM,20170720,20180105,4,shift/(QC_table_MC.JUL18),IF
6901764,CHLA,20171005,20171006,4,sensor_issue_lovbio083d,IF
6901764,CHLA,20190202,20190203,4,one data Bbp_audit_V0,IF
6901764,DOXY,20180301,,4,drift/(QC_table_MC.JUL18),IF
6901767,PSAL,20160828,20160829,4,density inversion -/(QC_table_MC.18JAN18_MC.csv),IF
6901767,PSAL,20170612,20170829,4,density inversion -/(QC_table_MC.18JAN18_MC.csv),IF
6901768,CDOM,20150516,,4,shift/(QC_table_MC.JUL18),IF
6901770,DOXY,20150519,20150521,4,remove_first_prof_april2019_ap,IF
6901770,DOXY,20171003,,4,drift/(QC_table_MC.JUL18),IF
6901771,DOXY,20150525,20150527,4,remove_first_prof_april2019_ap,IF
6901771,PSAL,20160325,20160326,4,shift/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901771,TEMP,20160325,20160326,4,shift/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901772,CDOM,20191201,,4,sensor_issue_APJUN20,IF
6901772,DOXY,20180618,20180620,4,remove_first_prof_april2019_ap,IF
6901773,BBP700,20150721,20150722,4,RS_LOV_SEP2019,IF
6901773,DOXY,20150520,20150523,4,remove_first_prof_april2019_ap,IF
